Client ID,Name,Age,Occupation,Nationality,GenderId,Properties Owned,Fee StructureId,Loyalty ClassificationId
IND41761,Jacqueline Watkins,45,Civil Engineer,Asian,1,1,1,1
IND65488,Bonnie Simpson,41,Accountant II,American,2,1,3,4
IND99221,Alan Kennedy,39,Research Assistant II,European,1,3,1,1
IND71359,Wayne Woods,51,Staff Accountant III,Australian,1,0,1,4
IND82515,Emily Sullivan,43,Administrative Officer,European,1,0,3,4
IND85958,Kelly Grant,42,Developer II,European,2,3,1,1
IND68750,Virginia Scott,61,Programmer IV,European,1,0,2,3
IND91822,Joshua Allen,58,Technical Writer,European,2,2,1,2
IND80931,Juan Griffin,25,Actuary,Asian,2,2,2,3
IND20616,Gerald Harrison,38,Accountant II,American,2,0,2,1
IND59654,Mark Rose,60,Database Administrator I,Australian,1,2,1,3
IND56699,Paul Bell,45,Statistician IV,European,2,0,1,1
IND45574,Janice Foster,55,Technical Writer,European,2,0,3,1
IND46000,Ralph Ford,62,Recruiter,Asian,2,3,2,3
IND72516,Beverly Stewart,80,Media Manager I,American,2,2,1,1
IND35302,Jessica Black,78,Product Engineer,European,2,0,1,1
IND80068,Ronald Hill,43,Geologist III,European,2,3,2,1
IND53480,Jack Palmer,61,Project Manager,African,2,1,1,1
IND88872,Annie Morrison,72,Programmer Analyst I,Asian,2,2,1,3
IND66621,Paul Wallace,81,Professor,European,2,0,3,4
IND29174,Jerry Jackson,49,Account Coordinator,American,2,2,1,3
IND98830,Kevin Walker,83,Account Executive,European,2,1,1,3
IND34318,Nancy Black,40,Engineer IV,European,2,1,1,1
IND95108,Henry Little,25,Database Administrator I,Asian,2,2,2,1
IND21281,Patrick Coleman,60,Account Representative IV,European,2,2,2,2
IND86574,Carlos Anderson,54,Web Designer I,Asian,2,2,1,2
IND25843,Carolyn Snyder,67,Nuclear Power Engineer,European,1,2,1,1
IND15764,Jennifer Fields,71,Office Assistant III,Asian,2,1,1,1
IND70765,Victor Carter,48,Office Assistant III,American,2,2,2,3
IND88371,Jose Stanley,73,Community Outreach Specialist,European,1,2,1,2
IND28842,Frank Nelson,71,Computer Systems Analyst III,Australian,2,2,1,3
IND90911,Chris White,31,Environmental Specialist,American,2,0,1,4
IND52021,Joseph Nichols,63,Programmer Analyst III,Asian,2,0,2,3
IND71090,Mary Martinez,18,Environmental Specialist,Asian,2,1,3,1
IND60722,Larry Bowman,76,Marketing Manager,European,1,3,1,2
IND77027,Laura Burton,28,Research Assistant II,European,1,2,2,4
IND45186,Gregory Price,49,Systems Administrator I,European,2,3,1,4
IND84015,Kelly GoPKRalez,76,Accounting Assistant IV,European,2,3,2,4
IND66550,Patricia George,78,Software Consultant,Asian,2,0,2,4
IND35051,Ronald Ryan,66,Analyst Programmer,European,1,0,3,4
IND91538,Shawn Hill,35,Budget/Accounting Analyst I,European,2,2,1,1
IND30644,Chris Hill,46,Programmer Analyst I,American,2,0,1,4
IND78937,Andrew Martinez,63,Accountant III,Asian,2,1,2,4
IND25670,Johnny Watkins,29,Account Representative IV,European,2,2,3,4
IND58212,Alan Wheeler,59,Research Nurse,Asian,2,1,2,1
IND74531,Edward Mitchell,37,Safety Technician III,European,2,0,2,4
IND49953,Harry Smith,53,Computer Systems Analyst IV,Asian,2,3,1,1
IND88814,Aaron Edwards,48,Pharmacist,Asian,2,0,1,1
IND49516,Kenneth Riley,50,Web Developer IV,European,2,2,1,3
IND17543,Kevin Ellis,82,Computer Systems Analyst II,European,1,3,1,2
IND54739,Sean Chavez,24,Marketing Manager,Asian,1,2,1,1
IND70122,Bobby Wright,47,Associate Professor,European,1,1,2,2
IND53005,Janet Nguyen,60,Engineer IV,Asian,2,0,1,4
IND99246,Richard Gomez,43,Executive Secretary,American,1,2,2,2
IND79699,Ernest Long,44,Programmer Analyst II,Asian,2,0,1,1
IND81435,Roger Spencer,80,Community Outreach Specialist,European,1,3,1,1
IND44710,Paul Boyd,40,Budget/Accounting Analyst II,European,2,1,3,2
IND69069,Donald Butler,21,Help Desk Technician,American,1,2,1,3
IND94927,Betty Rose,28,Social Worker,European,2,1,3,2
IND21170,Phyllis Lawrence,50,Statistician IV,Asian,1,2,1,3
IND28755,Eugene Robinson,43,Engineer I,Asian,1,3,1,1
IND29416,Sharon Cook,85,Internal Auditor,European,2,1,1,2
IND61034,Thomas Jenkins,46,Account Representative III,European,2,0,2,1
IND78545,Marilyn Flores,74,Assistant Professor,American,1,1,2,3
IND98856,Lisa Owens,32,Account Executive,Australian,1,2,2,1
IND76287,Christine Stephens,26,VP Marketing,Australian,2,2,1,4
IND45303,Michael Ortiz,40,Assistant Professor,European,1,1,1,4
IND35316,Harry Holmes,37,Office Assistant I,Asian,2,2,3,3
IND84401,Steve Dean,45,Librarian,Australian,1,1,1,3
IND49213,Ryan Sanchez,20,Staff Accountant II,Asian,2,0,1,1
IND97338,Barbara Duncan,37,Speech Pathologist,Asian,1,0,1,3
IND76090,Martin Morrison,57,Speech Pathologist,Asian,1,2,1,1
IND92942,Evelyn Murray,44,Dental Hygienist,European,1,2,1,1
IND90141,Helen Evans,72,Financial Advisor,European,1,0,2,2
IND59125,Diana Daniels,28,Accountant I,American,2,1,1,2
IND46331,Annie Knight,73,Graphic Designer,European,1,2,1,3
IND25095,Stephen Jordan,43,Media Manager II,Asian,1,3,3,3
IND87283,Rachel Snyder,22,Database Administrator I,Asian,2,3,1,4
IND96588,Daniel Johnson,84,Office Assistant III,American,1,2,1,3
IND44048,Donna Reid,70,VP Accounting,American,2,0,2,1
IND73301,Jesse Gray,55,Human Resources Assistant IV,Australian,2,0,1,4
IND15363,Juan Riley,56,Programmer III,Asian,1,2,1,3
IND28655,Donna Robertson,62,Occupational Therapist,Asian,2,3,1,1
IND71338,Robin Hawkins,47,Information Systems Manager,American,1,0,2,1
IND18100,Timothy Harrison,57,Database Administrator III,Asian,1,1,2,1
IND35375,Sharon Johnston,62,Web Designer II,American,1,1,1,3
IND77446,Timothy Myers,30,Associate Professor,American,2,2,2,4
IND57619,Carl Bailey,68,Recruiter,Asian,1,1,1,3
IND32973,Annie Reyes,34,Recruiter,European,1,0,2,2
IND91469,Teresa Ryan,33,Computer Systems Analyst II,Asian,1,2,1,4
IND66158,Tammy Kennedy,78,Health Coach II,European,1,3,2,1
IND79633,Samuel Gilbert,54,Geologist I,European,1,3,1,1
IND24344,David Jackson,49,Safety Technician III,Asian,1,1,3,1
IND54434,Brian Morgan,82,Database Administrator IV,European,1,0,1,4
IND38076,Dennis Oliver,83,Cost Accountant,European,2,0,2,4
IND78584,Bruce Lopez,84,Database Administrator II,American,2,0,2,1
IND42885,David Grant,46,Office Assistant I,American,2,2,1,4
IND61947,Peter Weaver,49,Media Manager III,European,2,1,2,1
IND22902,Jennifer Fields,44,Account Representative II,American,2,0,1,4
IND36415,Bruce Washington,80,Account Representative IV,European,2,2,1,4
IND17053,Thomas Evans,25,Marketing Manager,Australian,1,1,2,4
IND93602,Harry Burke,32,Internal Auditor,European,2,3,1,1
IND87324,Lawrence Myers,18,Business Systems Development Analyst,American,2,1,2,1
IND86489,Timothy Wheeler,67,Programmer Analyst III,European,1,1,1,1
IND33219,Cheryl Long,82,VP Quality Control,Asian,2,0,2,4
IND92525,Christina Evans,32,Administrative Assistant I,Australian,1,2,2,4
IND57611,Jane Montgomery,71,Media Manager IV,Asian,1,1,1,3
IND33962,Rebecca Simmons,39,Assistant Media Planner,European,1,0,3,4
IND25477,Anthony Gardner,69,Health Coach IV,European,2,3,1,1
IND21399,Kathy Larson,36,Database Administrator II,European,1,2,1,4
IND51180,Janet Weaver,44,Staff Scientist,European,2,3,2,1
IND34917,Ralph Barnes,44,VP Accounting,Asian,2,0,3,1
IND99500,Juan Kelley,18,Registered Nurse,Asian,2,3,2,1
IND27808,Shawn Fields,38,Systems Administrator II,European,1,1,1,4
IND68013,Phyllis Reed,26,Web Developer III,European,2,2,3,4
IND73002,Roy West,83,Accounting Assistant II,European,1,1,1,3
IND91167,Sara Daniels,34,Chemical Engineer,European,1,3,3,4
IND19266,Barbara Barnes,19,Quality Control Specialist,American,1,0,3,4
IND41224,Cynthia Gibson,79,Web Developer I,European,1,3,2,1
IND70122,Eugene Johnson,24,Senior Editor,Australian,2,0,1,1
IND21599,Diane Clark,70,Account Representative II,Australian,1,0,3,1
IND47190,Jose Anderson,75,Research Assistant II,Asian,1,0,3,1
IND84384,Michael Martin,56,Geologist III,European,2,1,1,4
IND18979,Brian Stevens,17,Electrical Engineer,European,2,3,2,1
IND49334,Russell Alvarez,59,VP Sales,European,2,3,1,3
IND13115,Frank Gilbert,83,Statistician III,African,2,3,2,1
IND61086,Larry Marshall,56,Automation Specialist IV,Asian,1,1,1,3
IND50034,Matthew Owens,30,Administrative Assistant III,Asian,2,2,1,4
IND94544,Joe Henderson,67,Teacher,American,1,3,3,1
IND96395,Joshua Pierce,72,Nuclear Power Engineer,Australian,1,0,3,1
IND50912,Cynthia Porter,65,Teacher,American,2,2,2,1
IND83055,Denise Gordon,22,Physical Therapy Assistant,European,1,0,1,4
IND97304,Jonathan GoPKRales,50,Social Worker,European,1,0,1,1
IND66871,Martin Scott,61,Engineer II,Asian,1,2,3,3
IND50172,Laura Dean,32,Accountant II,European,2,2,1,4
IND25256,Jeremy Thomas,64,Clinical Specialist,Asian,2,1,3,3
IND35349,Carlos Myers,37,Systems Administrator III,European,2,0,1,1
IND18663,Harold Wood,49,VP Marketing,American,1,2,2,1
IND44333,David Lane,29,Statistician I,European,2,0,1,2
IND78750,Julie Hawkins,67,Compensation Analyst,European,2,0,3,1
IND51161,Chris Richards,61,Software Test Engineer III,European,2,3,2,3
IND76383,Diane Fuller,29,Chief Design Engineer,European,1,2,1,4
IND14845,Russell Mason,84,Administrative Assistant II,Asian,2,1,2,1
IND20426,Lawrence Rice,74,Web Designer I,European,1,1,3,2
IND76186,Russell Gutierrez,34,Systems Administrator III,European,1,2,1,4
IND35748,Timothy Long,81,Dental Hygienist,European,2,2,1,1
IND55295,Gerald Richardson,29,Desktop Support Technician,Asian,2,3,3,2
IND77847,Gary Hanson,18,Engineer II,European,2,0,3,3
IND89099,Elizabeth Lane,54,Account Representative III,European,1,1,2,2
IND75515,Jimmy Ray,73,Budget/Accounting Analyst I,Asian,1,0,2,1
IND72150,Peter Murphy,62,Marketing Manager,American,2,2,1,3
IND77948,Donald Jordan,54,Developer I,Asian,1,0,2,1
IND46116,Annie Morrison,38,Developer III,European,1,3,3,1
IND92008,Thomas Burns,63,Biostatistician III,European,2,1,2,3
IND32087,Sara Day,75,Senior Developer,European,1,3,1,4
IND16848,Aaron Stone,78,Paralegal,Australian,1,2,1,3
IND95525,Frank Nelson,66,Software Consultant,European,2,1,2,4
IND17508,Roy Graham,39,Research Assistant II,African,1,1,1,1
IND56276,Lillian Moore,44,Accountant IV,Asian,1,1,3,3
IND39354,William Hart,85,Budget/Accounting Analyst III,American,2,2,1,3
IND27001,Adam Carter,52,Assistant Media Planner,European,2,3,1,4
IND73045,Jennifer Mcdonald,81,Help Desk Technician,European,1,0,3,1
IND99269,George Gilbert,79,Dental Hygienist,Asian,1,2,1,3
IND90516,Peter Marshall,71,Chemical Engineer,Asian,2,2,1,1
IND54595,Harry Lawson,45,Statistician II,Asian,2,3,2,1
IND81069,Patricia Stewart,58,Computer Systems Analyst II,European,1,0,3,4
IND87002,Todd Miller,22,Compensation Analyst,American,2,1,3,1
IND26303,Annie Collins,85,Librarian,European,2,2,2,1
IND47408,Clarence Cox,76,Senior Editor,European,2,2,3,1
IND24335,Thomas GoPKRalez,38,Actuary,European,1,1,1,3
IND76682,Nicole Hayes,18,Account Coordinator,Australian,1,2,3,3
IND95974,Joseph Grant,23,Engineer IV,European,1,2,2,4
IND93947,Shawn Rice,83,Budget/Accounting Analyst III,Asian,1,0,1,1
IND14471,Bobby Williamson,21,Assistant Media Planner,Asian,1,2,2,1
IND88703,Joe Garcia,75,Project Manager,European,2,1,2,1
IND47036,Kathryn Hill,59,Geologist III,Asian,2,3,2,1
IND38886,Samuel Matthews,64,Research Nurse,American,1,3,2,1
IND20053,Jeffrey Gardner,34,Biostatistician II,American,1,3,2,4
IND47894,Arthur Garza,47,Assistant Professor,European,2,0,1,4
IND88607,Martin Chapman,61,Technical Writer,Asian,2,2,3,4
IND91152,Matthew Morris,40,Data Coordiator,Asian,1,0,3,1
IND53812,Jesse Daniels,35,Programmer IV,Asian,1,2,2,3
IND96437,Anthony Hall,60,Database Administrator II,American,2,0,1,1
IND40105,Antonio Robinson,58,Account Representative III,European,2,1,1,1
IND54599,Fred Ray,34,Accountant I,Asian,2,3,1,4
IND31887,Kevin Weaver,50,Engineer II,Australian,1,2,3,1
IND54112,Paula Henderson,44,Analyst Programmer,Asian,2,2,2,4
IND75973,James Grant,33,Database Administrator IV,American,1,3,1,1
IND67265,Margaret Rivera,66,Pharmacist,Asian,2,1,1,1
IND92210,Frank James,38,Software Engineer IV,Asian,1,2,1,3
IND37311,Jonathan Nelson,58,Senior Editor,European,1,0,1,1
IND93006,Marilyn Mendoza,79,Senior Cost Accountant,Asian,2,0,1,3
IND50691,Larry Russell,30,VP Quality Control,American,2,3,2,1
IND60221,Benjamin Wood,59,Electrical Engineer,Australian,2,2,3,1
IND50457,Brandon Burton,61,Professor,European,2,2,1,2
IND61531,Diana Walker,23,Office Assistant III,Asian,2,2,3,3
IND55634,Scott Jones,73,Software Test Engineer II,European,2,1,2,1
IND73340,Martha Green,42,Budget/Accounting Analyst II,American,2,1,2,4
IND36571,Scott Hudson,65,GIS Technical Architect,Australian,1,2,2,4
IND48638,Chris Walker,29,Budget/Accounting Analyst I,American,1,0,3,1
IND17470,Stephen Daniels,20,Director of Sales,European,1,2,2,1
IND90409,Ruth Sims,54,Geologist II,Asian,1,1,3,3
IND37142,Frances Ray,82,Help Desk Technician,Australian,1,2,3,3
IND88367,Benjamin GoPKRales,46,Occupational Therapist,African,1,3,1,3
IND58182,Tina West,58,Budget/Accounting Analyst IV,African,1,1,2,2
IND35165,Edward Wilson,32,Office Assistant III,Asian,2,3,2,1
IND24057,Ashley Burns,28,General Manager,European,1,3,1,1
IND73753,Kelly Evans,37,Registered Nurse,African,1,1,1,3
IND23130,Jessica Moreno,66,Media Manager I,Asian,1,0,2,1
IND49045,Howard Hunter,17,Paralegal,Australian,2,0,2,2
IND15747,Earl Jordan,57,Nurse Practicioner,Australian,1,0,1,2
IND20560,Roger Wright,78,Staff Accountant IV,Asian,2,1,1,1
IND89128,Nicholas Barnes,57,Data Coordiator,European,2,3,1,1
IND66207,Julie Fox,64,Database Administrator II,European,1,2,1,3
IND40294,Shawn Wallace,83,Marketing Assistant,European,2,1,2,2
IND90506,Mark Harris,72,Engineer IV,Asian,2,3,3,3
IND82575,Joyce Gardner,18,Programmer Analyst II,American,2,1,1,4
IND22602,Jimmy Brown,22,Staff Accountant II,African,2,0,2,1
IND32945,Willie Scott,77,Graphic Designer,American,2,2,1,1
IND24180,Andrew Collins,21,Recruiting Manager,Asian,1,1,3,4
IND43809,Lori Bishop,50,Computer Systems Analyst III,European,2,1,1,4
IND86910,Kelly Sullivan,31,Developer I,Asian,1,0,1,1
IND17854,Frank Turner,40,Budget/Accounting Analyst IV,European,1,3,1,1
IND82540,Adam Nichols,49,Accountant I,American,1,2,1,1
IND26234,Lillian Fisher,29,Pharmacist,Asian,2,0,1,1
IND38793,Stephen Rose,62,Quality Control Specialist,European,1,3,1,1
IND49322,Steve Grant,59,Tax Accountant,European,1,2,1,1
IND86286,Benjamin Greene,18,VP Quality Control,Asian,2,3,2,1
IND92223,Samuel Harvey,59,Office Assistant III,American,1,2,2,3
IND68280,Sean Peters,34,Help Desk Technician,Asian,1,0,3,1
IND87450,Angela Ramos,37,Programmer I,American,1,3,1,1
IND51266,Rebecca Hamilton,70,Software Test Engineer IV,Asian,1,3,2,1
IND68515,Ronald Reed,34,Safety Technician II,Asian,1,2,1,1
IND22846,Kathy Ellis,82,Safety Technician IV,European,2,2,1,4
IND70559,Bobby Baker,60,Automation Specialist IV,European,2,3,2,2
IND58661,Theresa Crawford,70,Administrative Officer,Australian,1,1,2,4
IND23121,Ralph Wright,49,Electrical Engineer,Asian,1,2,2,4
IND75610,Randy Ross,80,Pharmacist,European,2,2,1,3
IND96933,David Gomez,24,Recruiting Manager,American,1,0,1,2
IND59583,Sean Hart,43,VP Accounting,Australian,2,0,3,4
IND64445,Melissa Young,68,Programmer III,Asian,1,3,1,1
IND16141,Raymond Willis,18,Registered Nurse,Australian,1,2,2,1
IND16245,Howard Evans,36,Developer II,American,2,2,3,2
IND51347,Jennifer Tucker,69,Biostatistician II,European,1,0,1,3
IND74826,Todd Miller,28,Systems Administrator I,European,1,1,1,1
IND49841,Michelle Anderson,41,Automation Specialist III,Australian,1,0,1,2
IND92294,Randy Spencer,74,Budget/Accounting Analyst III,American,1,3,3,1
IND13248,Brenda Montgomery,63,Web Developer I,European,1,3,2,1
IND78119,Brian Richardson,19,Physical Therapy Assistant,American,1,3,1,1
IND45023,Carl Robinson,33,Safety Technician II,European,2,1,1,1
IND25976,Ruth Reyes,80,Design Engineer,European,2,1,1,2
IND39108,Gary Taylor,46,Social Worker,European,1,2,1,3
IND16958,Henry Holmes,81,Automation Specialist IV,Asian,2,2,1,3
IND26204,Victor Young,36,Quality Control Specialist,Australian,2,3,1,1
IND99025,Judy Allen,69,Human Resources Assistant I,European,2,2,1,1
IND54417,Kathryn Lane,31,VP Marketing,American,2,2,1,1
IND76613,Robert Foster,76,Office Assistant III,Australian,1,1,2,1
IND77083,Randy Watson,73,Human Resources Assistant I,European,1,3,3,3
IND65802,Diane Phillips,46,Clinical Specialist,American,2,0,3,2
IND80061,Todd Davis,58,Staff Accountant III,European,2,2,3,1
IND68708,Roger Ferguson,65,VP Product Management,European,2,1,1,1
IND90486,James Schmidt,52,Speech Pathologist,Australian,2,3,2,4
IND78396,Anthony Howard,84,Budget/Accounting Analyst II,European,1,2,2,2
IND80646,Carl Ross,37,Office Assistant III,European,1,0,2,3
IND61166,Kevin Phillips,79,Accounting Assistant IV,Asian,2,0,1,4
IND64879,Shawn Garza,37,Sales Representative,African,1,3,2,3
IND59415,Samuel Boyd,65,Human Resources Assistant I,American,1,0,1,2
IND97044,Frank Franklin,27,Research Assistant IV,African,1,3,1,2
IND68021,Donna Hayes,50,Account Representative III,European,1,1,2,4
IND72946,David Rice,47,Design Engineer,Asian,2,0,1,1
IND58634,Jonathan Carr,73,Budget/Accounting Analyst I,European,2,1,2,1
IND50985,Earl Harris,45,Accountant III,Australian,2,0,2,3
IND23452,Jose Evans,30,Accountant I,American,2,0,1,3
IND77117,Annie Lewis,19,Community Outreach Specialist,European,1,3,2,1
IND19327,Johnny Murphy,27,Structural Analysis Engineer,Asian,1,0,2,1
IND96247,Michelle Pierce,38,Automation Specialist III,European,2,0,1,2
IND40048,Beverly Woods,84,Media Manager II,Asian,2,3,2,1
IND29312,Frances Austin,53,Web Developer I,Asian,1,2,1,4
IND91194,Russell Perry,42,Staff Accountant II,Australian,2,1,2,1
IND29701,Ralph Sanders,68,Research Associate,African,2,0,1,4
IND76758,Walter Jones,63,Administrative Assistant III,European,2,3,2,4
IND80021,Lisa Butler,67,Associate Professor,American,1,1,2,1
IND90597,Kimberly Garza,30,Developer I,American,1,2,3,1
IND36038,Jane Bowman,39,Computer Systems Analyst IV,European,2,3,1,3
IND65968,Nicholas Kelly,85,Software Engineer IV,European,2,3,3,4
IND22142,Susan Cole,74,Software Test Engineer II,Asian,2,1,2,1
IND32126,Juan Rose,19,Editor,European,1,2,2,1
IND55096,Ernest Fernandez,63,Recruiter,European,1,2,2,1
IND62447,Nicholas Ward,63,Senior Quality Engineer,Asian,2,2,2,4
IND68508,Ruby Robinson,78,Programmer IV,European,1,1,1,4
IND69834,Amy Webb,70,Systems Administrator III,European,2,2,3,1
IND45589,Craig Ryan,77,Database Administrator II,European,1,2,3,1
IND64345,Sara Phillips,84,Paralegal,Asian,1,2,2,2
IND77099,Ann Oliver,47,Automation Specialist III,European,2,3,2,3
IND23075,Keith Smith,80,Web Developer I,Australian,1,3,2,1
IND95786,George Medina,37,Design Engineer,European,2,2,3,1
IND30950,Gerald Griffin,44,Automation Specialist III,Asian,1,1,2,1
IND22467,Joseph Austin,42,Junior Executive,American,2,3,1,2
IND61104,Anne Richards,75,Staff Accountant II,African,1,2,2,2
IND31340,Louis Rodriguez,57,Accountant III,European,1,3,2,1
IND97227,Henry Roberts,54,Statistician II,American,2,1,2,4
IND51772,Lillian GoPKRalez,22,Clinical Specialist,Australian,1,3,3,4
IND97733,Katherine Lawson,47,Accounting Assistant IV,European,2,2,1,2
IND94420,Judith Jacobs,80,Registered Nurse,Asian,1,1,2,1
IND23132,Arthur Ramos,48,Staff Accountant III,European,2,3,1,2
IND37935,Thomas Palmer,76,Health Coach II,African,2,0,1,3
IND82385,Phillip Kennedy,78,Human Resources Assistant III,Asian,1,0,2,1
IND70540,Daniel Jordan,55,Junior Executive,European,2,0,1,1
